node	Loc	RTK70R
node_2397	Southern Africa ex SA	sensitive
node_2400	South Africa	sensitive
node_2400	Southern Africa ex SA	
EF602205	South Africa	sensitive
GQ399144	Europe	sensitive
DQ369990	South Africa	sensitive
GU199542	Southern Africa ex SA	sensitive
AY589926	South Africa	sensitive
node_2461	South Africa	sensitive
GQ999982	South Africa	sensitive
node_2477	South Africa	sensitive
AY136991	South Africa	sensitive
node_2483	South Africa	sensitive
MF373178	Europe	sensitive
EF602197	South Africa	sensitive
FJ199710	South Africa	sensitive
DQ396382	South Africa	sensitive
node_2497	South Africa	sensitive
node_2501	South Africa	sensitive
FJ199632	South Africa	sensitive
DQ396385	South Africa	sensitive
AY136988	South Africa	sensitive
node_2530	South Africa	sensitive
node_2540	South Africa	sensitive
node_2542	South Africa	sensitive
node_2549	South Africa	sensitive
node_2550	South Africa	sensitive
EF602185	South Africa	sensitive
node_2556	South Africa	sensitive
DQ056406	South Africa	sensitive
node_2559	South Africa	sensitive
AY136978	South Africa	sensitive
AY136997	South Africa	sensitive
EU152448	South Africa	sensitive
node_2564	South Africa	sensitive
FJ199744	South Africa	sensitive
node_2567	South Africa	sensitive
AY901975	South Africa	sensitive
AY829297	Southern Africa ex SA	sensitive
node_2593	South Africa	sensitive
node_2595	Europe	sensitive
node_2595	South Africa	
DQ369978	South Africa	sensitive
FJ199602	South Africa	sensitive
DQ369985	South Africa	sensitive
EF602226	South Africa	sensitive
JF683740	Europe	sensitive
HM102339	Europe	sensitive
EF602225	South Africa	sensitive
node_2613	South Africa	sensitive
DQ396372	South Africa	sensitive
DQ396371	South Africa	sensitive
DQ093594	South Africa	sensitive
node_2748	South Africa	sensitive
node_2808	South Africa	sensitive
node_2810	South Africa	sensitive
node_2821	South Africa	sensitive
node_2823	South Africa	sensitive
node_2863	South Africa	sensitive
node_2868	South Africa	sensitive
AY589935	South Africa	resistant
DQ056413	South Africa	sensitive
EU152416	South Africa	sensitive
DQ369997	South Africa	sensitive
GU253425	South Africa	sensitive
DQ011178	South Africa	sensitive
AY136984	South Africa	sensitive
node_2907	South Africa	sensitive
node_2917	South Africa	sensitive
node_2920	South Africa	sensitive
FJ199561	South Africa	sensitive
DQ396369	South Africa	sensitive
EU251824	East Africa	sensitive
node_3050	East Africa	sensitive
AY945738	East Africa	sensitive
EF186986	Asia	resistant
DQ113364	Central America	resistant
node_3126	Central America	sensitive
DQ113298	Central America	sensitive
node_3129	Central America	sensitive
DQ113072	Central America	sensitive
DQ113033	Central America	sensitive
HQ108352	Central America	sensitive
DQ113161	Central America	sensitive
GU969550	Europe	sensitive
GU324870	Europe	sensitive
GQ400237	Europe	sensitive
GQ400273	Europe	sensitive
node_3157	Horn of Africa	sensitive
EU248493	Europe	sensitive
AB285843	Horn of Africa	sensitive
AB285834	Horn of Africa	sensitive
AB285764	Horn of Africa	sensitive
node_3165	Horn of Africa	sensitive
node_3170	Europe	sensitive
node_3170	Horn of Africa	
node_3172	Horn of Africa	sensitive
AY713417	Horn of Africa	sensitive
AY165219	Europe	sensitive
GQ398966	Europe	sensitive
node_3215	Horn of Africa	sensitive
AB285812	Horn of Africa	sensitive
node_3222	Horn of Africa	sensitive
MF373145	Europe	sensitive
GQ400400	Europe	sensitive
KU319529	Horn of Africa	sensitive
node_3226	Horn of Africa	sensitive
DQ079829	East Africa	sensitive
KU319551	Horn of Africa	sensitive
node_3278	Horn of Africa	sensitive
node_3289	Horn of Africa	sensitive
FJ591339	South America	resistant
node_3411	South America	resistant
node_3489	South America	sensitive
node_3490	South America	sensitive
node_3506	South America	sensitive
node_3507	South America	sensitive
EF379199	South America	sensitive
node_3515	South America	sensitive
node_3521	South America	sensitive
node_3522	South America	sensitive
HQ127526	South America	sensitive
node_3525	South America	sensitive
KT427806	South America	sensitive
node_3528	South America	sensitive
EU340730	South America	sensitive
node_3542	South America	sensitive
HM534197	South America	sensitive
node_3558	South America	sensitive
HM025475	South America	resistant
FJ591389	South America	sensitive
FJ591318	South America	resistant
FJ591955	South America	resistant
EU110070	Asia	sensitive
EU110071	Asia	sensitive
DQ826637	Asia	sensitive
EU110079	Asia	sensitive
node_353	Asia	sensitive
node_356	Asia	sensitive
node_415	Asia	sensitive
node_419	Asia	sensitive
AY746374	Asia	sensitive
node_437	Asia	sensitive
node_443	Asia	sensitive
node_464	Asia	sensitive
DQ826630	Asia	sensitive
EU683757	Asia	sensitive
EF186952	Asia	sensitive
node_475	Asia	sensitive
MF373193	Europe	sensitive
node_520	Asia	sensitive
EF186942	Asia	sensitive
EF186943	Asia	sensitive
GQ400644	Europe	sensitive
node_805	Horn of Africa	sensitive
node_805	Southern Africa ex SA	
AB285758	Horn of Africa	sensitive
node_813	Horn of Africa	sensitive
KU319535	Horn of Africa	sensitive
AB285825	Horn of Africa	sensitive
DQ011171	South Africa	sensitive
node_892	South Africa	sensitive
node_896	Central Africa	sensitive
node_902	Central Africa	sensitive
KM049925	Central Africa	sensitive
node_908	Central Africa	sensitive
GQ427140	Central Africa	sensitive
node_910	Central Africa	sensitive
node_937	West Africa	sensitive
node_941	West Africa	sensitive
HE588165	West Africa	sensitive
FM210753	West Africa	sensitive
AF378404	Europe	sensitive
node_953	Europe	sensitive
MF373199	Europe	sensitive
node_968	Central Africa	sensitive
AY790007	Horn of Africa	sensitive
AY795906	Horn of Africa	sensitive
HM119981	Central Africa	sensitive
node_983	Central Africa	sensitive
node_986	Central Africa	sensitive
node_994	Central Africa	sensitive
KM050007	Central Africa	sensitive
node_999	Central Africa	sensitive
HM119752	Central Africa	sensitive
node_1007	Central Africa	sensitive
DQ879070	Europe	sensitive
node_1031	Central Africa	sensitive
node_1063	Central Africa	sensitive
node_1065	Central Africa	sensitive
node_1067	Central Africa	sensitive
node_1072	Central Africa	sensitive
KU749426	Central Africa	sensitive
AB254141	Central Africa	sensitive
HM119754	Central Africa	sensitive
KM050200	Central Africa	sensitive
node_1239	Central Africa	sensitive
node_1259	Central Africa	sensitive
node_1267	Central Africa	sensitive
node_1282	Central Africa	sensitive
AY253304	East Africa	sensitive
node_1289	Central Africa	sensitive
HM002517	West Africa	sensitive
HM120046	Central Africa	resistant
HM119714	Central Africa	sensitive
node_1392	Central Africa	sensitive
KM050749	Central Africa	sensitive
node_1440	Central Africa	sensitive
HM119810	Central Africa	sensitive
node_1452	Central Africa	sensitive
node_1458	Central Africa	sensitive
node_1462	Central Africa	sensitive
KM050423	Central Africa	sensitive
KM050422	Central Africa	sensitive
KM050678	Central Africa	sensitive
HM119689	Central Africa	sensitive
EU152459	South Africa	sensitive
EU251814	East Africa	sensitive
DQ275650	South Africa	sensitive
node_1485	South Africa	sensitive
AY589903	South Africa	sensitive
GU199577	Southern Africa ex SA	sensitive
node_1528	South Africa	sensitive
node_1531	South Africa	sensitive
KU749417	South Africa	sensitive
node_1538	South Africa	sensitive
KM050057	Central Africa	sensitive
KM050508	Central Africa	sensitive
HM119876	Central Africa	sensitive
AY829274	Southern Africa ex SA	sensitive
AM071417	Southern Africa ex SA	sensitive
AM071421	Southern Africa ex SA	sensitive
GU199533	Southern Africa ex SA	sensitive
node_2361	Southern Africa ex SA	sensitive
node_2371	Southern Africa ex SA	sensitive
node_2372	South Africa	sensitive
node_2375	Southern Africa ex SA	sensitive
node_2379	Southern Africa ex SA	sensitive
EF602242	South Africa	sensitive
node_2382	Southern Africa ex SA	sensitive
AF443079	Southern Africa ex SA	sensitive
AF443104	Southern Africa ex SA	sensitive
DQ093607	South Africa	sensitive
node_2399	South Africa	sensitive
node_2399	Southern Africa ex SA	
AY878056	South Africa	sensitive
DQ056411	South Africa	sensitive
GU253411	South Africa	sensitive
node_2476	South Africa	sensitive
GQ999974	South Africa	sensitive
node_2482	South Africa	sensitive
AY878055	South Africa	sensitive
node_2496	South Africa	sensitive
EF602244	South Africa	sensitive
node_2500	South Africa	sensitive
node_2507	South Africa	sensitive
node_2529	South Africa	sensitive
node_2536	South Africa	sensitive
node_2539	South Africa	sensitive
AY901979	South Africa	sensitive
node_2541	South Africa	sensitive
node_2547	South Africa	sensitive
node_2548	South Africa	sensitive
DQ396391	South Africa	sensitive
DQ396396	South Africa	sensitive
FJ199772	South Africa	sensitive
DQ164119	South Africa	sensitive
GU199543	Southern Africa ex SA	sensitive
node_2558	South Africa	sensitive
AY137005	South Africa	sensitive
AY137006	South Africa	sensitive
AY878063	South Africa	sensitive
EU854501	South Africa	sensitive
AY136964	South Africa	sensitive
AY901978	South Africa	sensitive
MF373165	Europe	sensitive
node_2594	Europe	sensitive
node_2594	South Africa	
EU854553	South Africa	resistant
node_2612	South Africa	sensitive
AY772693	South Africa	sensitive
node_2747	South Africa	sensitive
DQ011175	South Africa	sensitive
node_2807	South Africa	sensitive
node_2809	South Africa	sensitive
DQ369989	South Africa	sensitive
node_2817	South Africa	sensitive
node_2820	South Africa	sensitive
DQ056410	South Africa	sensitive
node_2822	South Africa	sensitive
node_2860	South Africa	sensitive
node_2862	South Africa	sensitive
node_2865	South Africa	sensitive
node_2867	South Africa	sensitive
FJ199694	South Africa	sensitive
DQ396370	South Africa	sensitive
AY196511	South Africa	sensitive
node_2916	South Africa	sensitive
AY589909	South Africa	sensitive
node_2919	South Africa	sensitive
HM572398	East Africa	sensitive
EU251778	East Africa	sensitive
DQ113190	Central America	sensitive
DQ112982	Central America	sensitive
DQ113013	Central America	sensitive
DQ113084	Central America	sensitive
node_3155	Horn of Africa	sensitive
node_3156	Europe	sensitive
node_3156	Horn of Africa	
AB285782	Horn of Africa	sensitive
node_3164	Horn of Africa	sensitive
AY165225	Europe	sensitive
node_3169	Central America	sensitive
AB285810	Horn of Africa	sensitive
node_3171	Horn of Africa	sensitive
GQ400950	Europe	sensitive
node_3214	Horn of Africa	sensitive
AY242592	Horn of Africa	sensitive
node_3221	Horn of Africa	sensitive
GQ399501	Europe	sensitive
AB285779	Horn of Africa	sensitive
node_3276	Horn of Africa	sensitive
node_3277	Horn of Africa	sensitive
node_3286	Horn of Africa	sensitive
node_3288	Horn of Africa	sensitive
FJ591524	South America	resistant
FJ591545	South America	resistant
AY213522	South America	sensitive
EU340754	South America	sensitive
FJ591296	South America	sensitive
FJ591648	South America	resistant
node_3504	South America	sensitive
node_3505	South America	sensitive
FJ591376	South America	resistant
FJ591470	South America	sensitive
node_3513	South America	sensitive
node_3514	South America	sensitive
node_3517	South America	sensitive
node_3520	South America	sensitive
AY727523	South America	sensitive
AY727524	South America	sensitive
FJ548791	South America	sensitive
AY563175	South America	sensitive
GQ401309	South America	sensitive
node_3527	South America	sensitive
AY563170	South America	sensitive
AY563172	South America	sensitive
FJ591292	South America	sensitive
DQ518533	South America	sensitive
GQ399752	Europe	sensitive
EF186956	Asia	sensitive
DQ826649	Asia	sensitive
node_355	Asia	sensitive
node_412	Asia	sensitive
node_414	Asia	sensitive
node_416	Asia	sensitive
node_418	Asia	sensitive
node_429	Asia	sensitive
node_436	Asia	sensitive
node_442	Asia	sensitive
AB097871	Asia	sensitive
node_455	Asia	sensitive
node_463	Asia	sensitive
FJ387034	Asia	sensitive
node_474	Asia	sensitive
EU110075	Asia	sensitive
node_519	Asia	sensitive
MF373157	Europe	sensitive
EF602625	Southern Africa ex SA	sensitive
GQ398909	Europe	sensitive
AB285773	Horn of Africa	sensitive
AY703911	South Africa	sensitive
AY136989	South Africa	sensitive
GU324863	Europe	sensitive
node_895	Central Africa	sensitive
HM119818	Central Africa	sensitive
node_901	Central Africa	sensitive
node_901	South Africa	
node_905	Central Africa	sensitive
node_907	Central Africa	sensitive
HM119739	Central Africa	sensitive
HM120142	Central Africa	sensitive
node_930	West Africa	sensitive
node_936	West Africa	sensitive
node_939	West Africa	sensitive
node_940	West Africa	sensitive
AF378407	Europe	sensitive
node_952	Europe	sensitive
HM119665	Central Africa	sensitive
node_967	Central Africa	sensitive
HM119660	Central Africa	sensitive
HM120040	Central Africa	sensitive
GQ433859	Central Africa	sensitive
EF602623	Southern Africa ex SA	sensitive
HM119796	Central Africa	sensitive
node_993	Central Africa	sensitive
EF602204	South Africa	sensitive
node_998	Central Africa	sensitive
HM119826	Central Africa	sensitive
node_1006	Central Africa	sensitive
AF286225	Central Africa	sensitive
EU248376	Europe	sensitive
node_1045	Central Africa	sensitive
node_1062	Central Africa	sensitive
HM119938	Central Africa	sensitive
node_1064	Central Africa	sensitive
GQ433886	Central Africa	sensitive
KM050028	Central Africa	sensitive
node_1070	Central Africa	sensitive
node_1071	Central Africa	sensitive
node_1231	Central Africa	sensitive
node_1238	Central Africa	sensitive
node_1255	Central Africa	sensitive
node_1258	Central Africa	sensitive
node_1262	Central Africa	sensitive
node_1266	Central Africa	sensitive
node_1266	East Africa	
node_1271	East Africa	sensitive
node_1281	Central Africa	sensitive
node_1286	Central Africa	sensitive
node_1288	Central Africa	sensitive
KX907345	East Africa	sensitive
HM120078	Central Africa	sensitive
node_1394	Central Africa	sensitive
node_1439	Central Africa	sensitive
DQ878240	Europe	sensitive
node_1451	Central Africa	sensitive
node_1456	Central Africa	sensitive
node_1457	Central Africa	sensitive
node_1461	Central Africa	sensitive
KY112213	Southern Africa ex SA	sensitive
FJ199653	South Africa	sensitive
DQ275649	South Africa	sensitive
node_1524	South Africa	sensitive
node_1527	South Africa	sensitive
EU152461	South Africa	sensitive
node_1530	South Africa	sensitive
node_1535	South Africa	sensitive
node_1537	South Africa	sensitive
GU253420	South Africa	sensitive
node_2360	Southern Africa ex SA	sensitive
AY756823	Southern Africa ex SA	sensitive
node_2370	Southern Africa ex SA	sensitive
FJ199640	South Africa	sensitive
DQ445634	South Africa	sensitive
KF527172	Southern Africa ex SA	sensitive
AY756858	Southern Africa ex SA	sensitive
KC156127	South Africa	sensitive
node_2378	Southern Africa ex SA	sensitive
AY756882	Southern Africa ex SA	sensitive
node_2381	South Africa	sensitive
AM071433	Southern Africa ex SA	sensitive
node_2398	South Africa	sensitive
AY136996	South Africa	sensitive
DQ164127	South Africa	sensitive
node_2480	South Africa	sensitive
node_2481	South Africa	sensitive
AY589895	South Africa	sensitive
DQ275645	South Africa	sensitive
node_2498	South Africa	sensitive
node_2499	South Africa	sensitive
DQ093585	South Africa	sensitive
node_2506	South Africa	sensitive
node_2526	South Africa	sensitive
node_2528	South Africa	sensitive
node_2534	South Africa	sensitive
node_2535	South Africa	sensitive
node_2537	South Africa	sensitive
node_2538	South Africa	sensitive
FJ199761	South Africa	sensitive
DQ093599	South Africa	sensitive
AY136969	South Africa	sensitive
node_2546	South Africa	sensitive
JN687649	South Africa	sensitive
AY463220	South Africa	sensitive
EU152445	South Africa	sensitive
EU152446	South Africa	sensitive
DQ369979	South Africa	sensitive
HM191555	Europe	sensitive
DQ275642	South Africa	sensitive
node_2611	South Africa	sensitive
FJ199771	South Africa	sensitive
DQ093600	South Africa	sensitive
DQ164122	South Africa	sensitive
node_2806	South Africa	sensitive
AY901966	South Africa	sensitive
DQ445635	South Africa	sensitive
AY136994	South Africa	sensitive
node_2816	South Africa	sensitive
node_2818	South Africa	sensitive
node_2819	South Africa	sensitive
DQ369982	South Africa	sensitive
DQ164126	South Africa	sensitive
node_2855	South Africa	sensitive
node_2859	South Africa	sensitive
FJ199662	South Africa	sensitive
node_2861	South Africa	sensitive
FJ199750	South Africa	sensitive
node_2864	South Africa	sensitive
FJ199594	South Africa	sensitive
node_2866	South Africa	sensitive
AY463219	South Africa	sensitive
node_2915	South Africa	sensitive
JN687653	South Africa	sensitive
node_2918	South Africa	sensitive
node_3152	Horn of Africa	sensitive
node_3154	Horn of Africa	sensitive
MF373198	Europe	sensitive
MF373179	Europe	sensitive
AY102497	Horn of Africa	sensitive
AY102498	Horn of Africa	sensitive
DQ113111	Central America	sensitive
DQ113165	Central America	sensitive
U46016	Horn of Africa	sensitive
AF447841	Horn of Africa	sensitive
node_3211	Horn of Africa	sensitive
node_3213	Horn of Africa	sensitive
AB285840	Horn of Africa	sensitive
node_3220	Horn of Africa	sensitive
AY371692	Horn of Africa	sensitive
node_3275	Horn of Africa	sensitive
MF373134	Europe	sensitive
AB285775	Horn of Africa	sensitive
node_3279	Horn of Africa	sensitive
node_3285	Horn of Africa	sensitive
KU319537	Horn of Africa	sensitive
node_3287	Horn of Africa	sensitive
node_3501	South America	sensitive
node_3503	South America	sensitive
FJ591190	South America	resistant
FJ591248	South America	sensitive
EU340713	South America	sensitive
node_3512	South America	sensitive
FJ591920	South America	sensitive
EF379209	South America	sensitive
KT427736	South America	sensitive
GQ401312	South America	sensitive
FJ591594	South America	sensitive
node_3519	South America	resistant
HM534088	South America	sensitive
HM534131	South America	sensitive
EU158877	Asia	sensitive
node_354	Asia	sensitive
EF186988	Asia	sensitive
node_411	Asia	sensitive
FJ878939	Asia	sensitive
node_413	Asia	sensitive
FJ878967	Asia	sensitive
EU158867	Asia	sensitive
node_417	Asia	sensitive
DQ826626	Asia	sensitive
node_425	Asia	sensitive
node_428	Asia	sensitive
node_434	Asia	sensitive
node_435	Asia	sensitive
DQ826619	Asia	sensitive
node_441	Asia	sensitive
node_444	Asia	sensitive
node_454	Asia	sensitive
node_459	Asia	sensitive
node_462	Asia	sensitive
AB023804	Asia	sensitive
node_473	Asia	sensitive
DQ826632	Asia	sensitive
node_518	Asia	sensitive
HM119731	Central Africa	sensitive
node_894	Central Africa	sensitive
EU244684	South Africa	sensitive
node_900	Central Africa	sensitive
node_900	South Africa	
KX907363	East Africa	sensitive
HM119952	Central Africa	sensitive
KM050291	Central Africa	sensitive
node_906	Central Africa	sensitive
node_918	West Africa	sensitive
node_929	West Africa	sensitive
HE588151	West Africa	sensitive
node_935	West Africa	sensitive
FM210684	West Africa	sensitive
node_938	West Africa	sensitive
FM210685	West Africa	sensitive
FM210691	West Africa	sensitive
AF378402	Europe	sensitive
AF394464	Europe	sensitive
KM050664	Central Africa	sensitive
node_966	Central Africa	sensitive
node_989	Central Africa	sensitive
node_992	Central Africa	sensitive
KM050285	Central Africa	sensitive
GQ427135	Central Africa	sensitive
node_1004	Central Africa	sensitive
node_1005	Central Africa	sensitive
node_1042	Central Africa	sensitive
node_1044	Central Africa	sensitive
HM119848	Central Africa	sensitive
node_1061	Central Africa	sensitive
HM120038	Central Africa	sensitive
KM050240	Central Africa	sensitive
KM050005	Central Africa	sensitive
node_1069	Central Africa	sensitive
GQ433826	Central Africa	sensitive
HM119884	Central Africa	sensitive
EU248516	Europe	sensitive
node_1230	Central Africa	sensitive
GQ433874	Central Africa	sensitive
node_1237	Central Africa	sensitive
node_1249	Europe	sensitive
node_1254	Central Africa	sensitive
HM119773	Central Africa	sensitive
node_1257	Central Africa	sensitive
FJ481655	Europe	sensitive
node_1261	Central Africa	sensitive
node_1263	East Africa	sensitive
node_1265	Central Africa	sensitive
node_1265	East Africa	
node_1268	East Africa	sensitive
node_1270	East Africa	sensitive
KM050665	Central Africa	sensitive
node_1280	Central Africa	sensitive
AY463236	South Africa	sensitive
node_1285	Europe	sensitive
KM049949	Central Africa	sensitive
node_1287	Central Africa	sensitive
HM120061	Central Africa	sensitive
HM119993	Central Africa	sensitive
node_1433	Central Africa	sensitive
node_1438	Central Africa	sensitive
node_1449	Central Africa	sensitive
node_1450	Central Africa	sensitive
GQ433867	Central Africa	sensitive
AY734559	East Africa	sensitive
HM120088	Central Africa	sensitive
KM050439	Central Africa	sensitive
node_1459	Central Africa	sensitive
node_1459	East Africa	
node_1459	Southern Africa ex SA	
node_1460	Central Africa	sensitive
node_1460	South Africa	
EU244658	South Africa	sensitive
node_1523	South Africa	sensitive
node_1525	South Africa	sensitive
node_1526	South Africa	sensitive
EU244648	South Africa	sensitive
node_1529	South Africa	sensitive
EU244659	South Africa	sensitive
node_1534	South Africa	sensitive
EU854487	South Africa	sensitive
node_1536	South Africa	sensitive
GU199534	Southern Africa ex SA	sensitive
node_2359	Southern Africa ex SA	sensitive
node_2369	South Africa	sensitive
GU253414	South Africa	sensitive
AY829298	Southern Africa ex SA	sensitive
node_2377	Southern Africa ex SA	sensitive
EU854517	South Africa	sensitive
EU854518	South Africa	sensitive
AY136976	South Africa	sensitive
AY136977	South Africa	sensitive
FJ199610	South Africa	sensitive
node_2479	South Africa	sensitive
AY136955	South Africa	sensitive
AY463229	South Africa	sensitive
GQ999987	South Africa	sensitive
DQ164114	South Africa	sensitive
AY901969	South Africa	sensitive
DQ093588	South Africa	sensitive
AY136979	South Africa	sensitive
node_2505	South Africa	sensitive
DQ351226	South Africa	sensitive
node_2525	South Africa	sensitive
FJ199565	South Africa	sensitive
node_2527	South Africa	sensitive
node_2532	South Africa	sensitive
node_2533	South Africa	sensitive
DQ011174	South Africa	sensitive
JN687639	South Africa	sensitive
FJ199608	South Africa	sensitive
DQ351223	South Africa	sensitive
AY463227	South Africa	sensitive
DQ056414	South Africa	sensitive
EU152439	South Africa	sensitive
EU152440	South Africa	sensitive
FJ199699	South Africa	sensitive
DQ275643	South Africa	sensitive
DQ275647	South Africa	sensitive
node_2805	South Africa	sensitive
node_2813	South Africa	sensitive
node_2815	South Africa	sensitive
AY196506	South Africa	sensitive
GQ399518	Europe	sensitive
AY901972	South Africa	sensitive
JN687640	South Africa	sensitive
node_2853	South Africa	sensitive
node_2854	South Africa	sensitive
node_2856	South Africa	sensitive
node_2858	South Africa	sensitive
FJ199735	South Africa	sensitive
DQ093586	South Africa	sensitive
DQ351231	South Africa	sensitive
FJ199705	South Africa	sensitive
GU253407	South Africa	sensitive
FJ199712	South Africa	sensitive
AY463217	South Africa	sensitive
EU854550	South Africa	sensitive
AY463218	South Africa	sensitive
FJ199544	South Africa	sensitive
GQ400816	Europe	sensitive
node_3151	Horn of Africa	sensitive
AB285833	Horn of Africa	sensitive
node_3153	Horn of Africa	sensitive
AY242591	Horn of Africa	sensitive
node_3210	Horn of Africa	sensitive
AB285772	Horn of Africa	sensitive
node_3212	Horn of Africa	sensitive
AB285841	Horn of Africa	sensitive
node_3219	Horn of Africa	sensitive
AY377432	Europe	sensitive
AY371691	Horn of Africa	sensitive
AB285755	Horn of Africa	sensitive
AB285837	Horn of Africa	sensitive
AB285822	Horn of Africa	sensitive
node_3284	Horn of Africa	sensitive
AB285769	Horn of Africa	sensitive
AB285815	Horn of Africa	sensitive
AY563171	South America	sensitive
node_3500	South America	sensitive
EF120336	South America	sensitive
node_3502	South America	sensitive
FJ591507	South America	sensitive
FJ591605	South America	sensitive
FJ591444	South America	resistant
node_3518	South America	resistant
FJ878957	Asia	sensitive
EU158891	Asia	sensitive
node_388	Asia	sensitive
node_410	Asia	sensitive
GQ400064	Europe	sensitive
EF186953	Asia	sensitive
EU447776	Asia	sensitive
EU158875	Asia	sensitive
AF067158	Asia	sensitive
node_424	Asia	sensitive
node_426	Asia	sensitive
node_427	Asia	sensitive
KC898996	Asia	sensitive
node_433	Asia	sensitive
EU683783	Asia	sensitive
AF067155	Asia	sensitive
node_439	Asia	sensitive
node_440	Asia	sensitive
FJ878963	Asia	sensitive
AY746384	Asia	sensitive
EU158879	Asia	sensitive
node_453	Asia	sensitive
EU683788	Asia	sensitive
node_458	Asia	sensitive
EF186949	Asia	sensitive
node_461	Asia	sensitive
node_471	Asia	sensitive
node_472	Asia	sensitive
EU683767	Asia	sensitive
EU683772	Asia	sensitive
HM119771	Central Africa	sensitive
HM119891	Central Africa	sensitive
GU324862	Europe	sensitive
node_899	South Africa	sensitive
HM120110	Central Africa	sensitive
GQ433822	Central Africa	sensitive
FM210741	West Africa	sensitive
node_917	West Africa	sensitive
node_921	West Africa	sensitive
node_928	West Africa	sensitive
node_934	West Africa	sensitive
AJ287005	West Africa	sensitive
FM210712	West Africa	sensitive
FM210718	West Africa	sensitive
HM119975	Central Africa	sensitive
node_965	Horn of Africa	sensitive
node_987	Central Africa	sensitive
node_988	Southern Africa ex SA	sensitive
KM050372	Central Africa	sensitive
node_991	Central Africa	sensitive
AY589873	South Africa	sensitive
node_1003	Central Africa	sensitive
HM120019	Central Africa	sensitive
AB254148	Central Africa	sensitive
node_1040	Central Africa	sensitive
node_1041	Central Africa	sensitive
AM041017	Central Africa	sensitive
node_1043	Central Africa	sensitive
node_1059	Central Africa	sensitive
node_1060	Central Africa	sensitive
HM119669	Central Africa	sensitive
node_1068	Central Africa	sensitive
HM120118	Central Africa	sensitive
AB254156	Central Africa	sensitive
node_1232	Central Africa	sensitive
node_1236	Central Africa	sensitive
node_1243	Europe	sensitive
node_1248	Europe	sensitive
KM050154	Central Africa	sensitive
node_1253	Central Africa	sensitive
KM050121	Central Africa	sensitive
node_1256	Central Africa	sensitive
GQ433855	Central Africa	sensitive
HM119943	Central Africa	sensitive
EU251849	East Africa	sensitive
AY734560	East Africa	sensitive
GQ400619	Europe	sensitive
node_1264	Central Africa	sensitive
node_1264	East Africa	
KX907368	East Africa	sensitive
GQ400592	Europe	sensitive
KX907426	East Africa	sensitive
node_1269	East Africa	sensitive
node_1272	Central Africa	sensitive
node_1279	South Africa	sensitive
MF373126	Europe	sensitive
GQ400570	Europe	sensitive
HM119729	Central Africa	sensitive
KM050133	Central Africa	sensitive
node_1431	Central Africa	sensitive
node_1432	Central Africa	sensitive
KM049980	Central Africa	sensitive
node_1437	Central Africa	sensitive
node_1444	Southern Africa ex SA	sensitive
node_1448	Central Africa	sensitive
KM050407	Central Africa	sensitive
KM050406	Central Africa	sensitive
AY253303	East Africa	sensitive
KC156114	Southern Africa ex SA	sensitive
AY589912	South Africa	sensitive
GU253413	South Africa	sensitive
EU244652	South Africa	sensitive
node_1522	South Africa	sensitive
EU244647	South Africa	sensitive
EU244657	South Africa	sensitive
EU244649	South Africa	sensitive
EU244653	South Africa	sensitive
EU244655	South Africa	sensitive
EU244656	South Africa	sensitive
EU244660	South Africa	sensitive
EU244661	South Africa	sensitive
EU854488	South Africa	sensitive
EU854490	South Africa	sensitive
GU199532	Southern Africa ex SA	sensitive
GU199535	Southern Africa ex SA	sensitive
node_2368	South Africa	sensitive
EF602223	South Africa	sensitive
AY756863	Southern Africa ex SA	sensitive
node_2376	Southern Africa ex SA	sensitive
FJ199664	South Africa	sensitive
DQ351216	South Africa	sensitive
AY703908	South Africa	sensitive
DQ011169	South Africa	sensitive
node_2516	South Africa	sensitive
node_2524	South Africa	sensitive
FJ199595	South Africa	sensitive
DQ351222	South Africa	sensitive
DQ056408	South Africa	sensitive
DQ164105	South Africa	sensitive
EU152438	South Africa	sensitive
DQ369991	South Africa	sensitive
AY136982	South Africa	sensitive
AY136998	South Africa	sensitive
DQ396390	South Africa	sensitive
node_2812	South Africa	sensitive
DQ093597	South Africa	sensitive
node_2814	South Africa	sensitive
node_2850	South Africa	sensitive
node_2852	South Africa	sensitive
AY136990	South Africa	sensitive
DQ011165	South Africa	sensitive
FJ199747	South Africa	sensitive
DQ164117	South Africa	sensitive
DQ275648	South Africa	sensitive
node_2857	South Africa	sensitive
AB285828	Horn of Africa	sensitive
node_3150	Europe	sensitive
node_3150	Horn of Africa	
AY102486	Horn of Africa	sensitive
AB285808	Horn of Africa	sensitive
node_3204	Horn of Africa	sensitive
node_3209	Horn of Africa	sensitive
AY242586	Horn of Africa	sensitive
AB285826	Horn of Africa	sensitive
node_3217	Horn of Africa	sensitive
node_3218	Horn of Africa	sensitive
node_3282	Horn of Africa	sensitive
node_3283	Horn of Africa	sensitive
FJ591551	South America	resistant
node_3499	South America	sensitive
EU340711	South America	sensitive
EU340744	South America	sensitive
HM025482	South America	resistant
FJ591436	South America	resistant
node_365	Asia	sensitive
node_387	Asia	sensitive
node_393	Asia	sensitive
node_409	Asia	sensitive
AY967806	Asia	sensitive
node_423	Asia	sensitive
GQ891861	Asia	sensitive
EU158871	Asia	sensitive
KF766537	Asia	sensitive
AY713414	Asia	sensitive
node_430	Asia	sensitive
node_432	Asia	sensitive
AY372167	Europe	sensitive
JQ898276	Asia	sensitive
